id,entri,induk_entri,jenis,kategori_saran,saran
83462,sinar-suminar,sinar (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
75453,sipesan,pesan (2),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
85111,tabir-mabir,tabir,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
85122,tabrak-tubruk,tabrak,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
85697,tali-temali,tali (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
85722,talun-temalun,talun,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
86986,tayum-temayum,tayum,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
50635,tecerna,cerna,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
55808,tegerbang-gerbang,gerbang (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
63935,tekerjakan,kerja,turunan,prefiks-ter,Tambahkan tagar ter + kan; cek alomorf ter-/te-.
63954,tekerlap,kerlap (2),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
64006,tekersik,kersik (2),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
67023,telanjuk,lanjuk,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
68254,telentung,lentung (2),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
85696,temali,tali (1),turunan,prefiks-ter,Tambahkan tagar ter + i; cek alomorf ter-/te-.
48649,teperbuat,buat (1),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75159,tepercaya,percaya,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75169,tepercik,percik,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75173,tepercit,percit,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75174,tepercul,percul,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
52027,teperdaya,daya (1),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75210,tepergok,pergok,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
57398,teperhatikan,hati,turunan,prefiks-ter,Tambahkan tagar ter + kan; cek alomorf ter-/te-.
75328,teperling,perling (2),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75337,teperlus,perlus,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
75341,tepermanai,permana,turunan,prefiks-ter,Tambahkan tagar ter + i; cek alomorf ter-/te-.
75375,tepersil,persil (1),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
66912,terbelangah,langah,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
51017,tercoreng-moreng,coreng,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
42186,terpelajar,ajar,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
80642,tersara bara,sara,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
86940,tertawak,tawak-tawak,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
82648,teserbu,serbu,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
82689,tesergam,sergam,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
82694,tesergap,sergap,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
82746,teserlah,serlah,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
82747,teserling,serling,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
85138,tetabuhan,tabuh,turunan,prefiks-ter,Tambahkan tagar ter + an; cek alomorf ter-/te-.
85939,tetamu,tamu,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
88921,tetirah,tirah,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
89372,tetua,tua,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
89443,tetuang,tuang-tuang,turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
89791,tetumbuhan,tumbuh,turunan,prefiks-ter,Tambahkan tagar ter + an; cek alomorf ter-/te-.
89997,tetunggul,tunggul (2),turunan,prefiks-ter,Tambahkan tagar ter; cek alomorf ter-/te-.
85762,tinambah,tambah,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
88931,tirai-mirai,tirai,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
89970,tunggang-tunggik,tunggang (3),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
89959,tunggang-tungging,tunggang (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
89971,tunggang-tunggit,tunggang (3),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
90148,turun-temurun,turun (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68580,ular,lidah (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
90988,unggul-mengungguli,unggul,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
91219,urbanisasi,urban,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
91324,usahawan,usaha,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
91643,wewangian,wangi,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
91655,wewara,wara,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
91799,wewenang,wenang,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
