etim_id,indeks,etim_homonim,entri_homonim_saat_ini,bahasa,arti_asal,rekomendasi_entri_id,rekomendasi_entri,catatan
"488","alawar","1","","Arab","setan yang tugasnya menyebarkan zina dan perbuatan mesum seh","995","alawar","skor makna 0.722 → entri_id=995"
"489","alazon","1","","Yunani","pelaku yang berperan sebagai pembual, pembohong, dsb. (playe","996","alazon","skor makna 0.467 → entri_id=996"
"490","albas","1","","Belanda","batu pualam yang berwarna putih (alabaster)","999","albas","skor makna 0.500 → entri_id=999"
"491","Albasit","1","","Arab","Yang Mahamurah (Allah) (The Bountiful (God))","1000","Albasit","skor makna 0.500 → entri_id=1000"
"492","albatros","1","","Inggris","burung laut yang bersayap panjang, termasuk dalam suku *Diom","1001","albatros","skor makna 0.964 → entri_id=1001"
"493","albedo","1","","Belanda","fraksi (bagian) pantulan cahaya yang datang ke suatu permuka","1002","albedo","skor makna 0.444 → entri_id=1002"
"494","albinisme","1","","Belanda","kondisi genetis yang tidak sempurna yang menyebabkan organis","1005","albinisme","skor makna 0.833 → entri_id=1005"
"495","albino","1","","Belanda","organisme (makhluk hidup, terutama manusia dan binatang) yan","1006","albino","skor makna 0.889 → entri_id=1006"
"496","albinoid","1","","Inggris","mirip bulai (similar to albinos)","1007","albinoid","skor makna 0.077 → entri_id=1007"
"497","albit","1","","Belanda","felspar putih (albite)","1008","albit","skor makna 0.333 → entri_id=1008"
"498","albuginea","1","","Inggris","zat serat putih dari bola mata dan organ lain (albuginea)","1009","albuginea","skor makna 0.900 → entri_id=1009"
"499","album","1","","Belanda","buku tempat menyimpan kumpulan foto (potret), prangko, dsb. ","1010","album","skor makna 0.400 → entri_id=1010"
"500","albumen","1","","Inggris","zat cair putih dari telur segar, terutama terdiri atas album","1011","albumen","skor makna 0.667 → entri_id=1011"
"501","albumin","1","","Belanda","protein yang larut di dalam air, mengendap pada pemanasan, t","1013","albumin","skor makna 0.846 → entri_id=1013"
"502","albuminoid","1","","Inggris","zat yang menyerupai albumin, tetapi tidak larut (albuminoid)","1015","albuminoid","skor makna 0.350 → entri_id=1015"
"503","aldehida","1","","Belanda","senyawa organik yang dicirikan oleh gugus karbonil takjenuh ","1020","aldehida","skor makna 0.611 → entri_id=1020"
"504","alegori","1","","Belanda","cerita yang dipakai sebagai lambang (ibarat atau kias) perik","1026","alegori","skor makna 0.839 → entri_id=1026"
"505","alegoris","1","","Belanda","bersifat kiasan (perlambangan, ibarat) (allegoric)","1027","alegoris","skor makna 0.800 → entri_id=1027"
"506","alegro","1","","Italia","cepat (tentang irama); lebih cepat daripada alegreto, tetapi","1029","alegro","skor makna 0.909 → entri_id=1029"
"507","aleksandrit","1","","Inggris","batuan krisoberil berwarna kehijauan yang tampak berubah men","1030","aleksandrit","skor makna 0.667 → entri_id=1030"
"508","aleksia","1","","Inggris","hilangnya kesanggupan membaca kata-kata tertulis atau tercet","1031","aleksia","skor makna 0.583 → entri_id=1031"
"509","aleksin","1","","Inggris","zat protein dalam serum darah yang membentuk bakteri (alexin","1032","aleksin","skor makna 0.727 → entri_id=1032"
"510","alel","1","","Belanda","gen yang terletak dalam suatu tempat (anggota badan) dan men","1034","alel","skor makna 0.706 → entri_id=1034"
"511","alergi","1","","Belanda","perubahan reaksi tubuh terhadap kuman-kuman penyakit (allerg","1044","alergi","skor makna 0.200 → entri_id=1044"
"512","alergis","1","","Belanda","berkenaan dengan alergi; peka terhadap sesuatu sehingga timb","1045","alergis","skor makna 0.933 → entri_id=1045"
"513","alf","1","","Arab","seribu","1051","alf","skor makna 1.000 → entri_id=1051"
"515","alfabet","1","","Belanda","abjad (alphabet)","1054","alfabet","skor makna 0.167 → entri_id=1054"
"516","alfabetis","1","","Belanda","(tersusun) menurut abjad (alphabetic)","1055","alfabetis","skor makna 0.750 → entri_id=1055"
"517","alferes","1","","Portugis","calon opsir; alperes","1059","alferes","skor makna 0.500 → entri_id=1059"
"518","alga","1","","Belanda","tumbuhan berklorofil, berukuran dari beberapa mikron sampai ","1060","alga","skor makna 0.783 → entri_id=1060"
"519","algoid","1","","Inggris","mirip alga (algoid)","1067","algoid","skor makna 0.400 → entri_id=1067"
"520","algojo","1","","Portugis","orang yang melaksanakan hukuman mati (executioner)","1068","algojo","skor makna 0.455 → entri_id=1068"
"521","algologi","1","","Inggris","ilmu yang mendalami seluk-beluk kehidupan ganggang; fikologi","1069","algologi","skor makna 0.727 → entri_id=1069"
"522","algometer","1","","Inggris","alat untuk mengukur kepekaan terhadap rasa nyeri (algometer)","1070","algometer","skor makna 0.875 → entri_id=1070"
"523","algoritma","1","","Belanda","","1071","algoritma","skor rendah (0.000) — review manual"
"524","algoritme","1","","Belanda","prosedur sistematis untuk memecahkan masalah matematis dalam","1072","algoritme","skor makna 0.500 → entri_id=1072"
"525","algrafi","1","","Belanda","proses cetak-mencetak dengan menggunakan lempeng aluminium (","1073","algrafi","skor makna 0.500 → entri_id=1073"
"526","alhamdulillah","1","","Arab","ungkapan untuk menyatakan rasa syukur karena menerima karuni","1074","alhamdulillah","skor makna 0.433 → entri_id=1074"
"527","alhasil","1","","Arab","kata penghubung antarkalimat untuk menandai kesimpulan; hasi","1075","alhasil","skor makna 0.875 → entri_id=1075"
"528","aliah","1","","Arab","tingkat pendidikan menengah atas di bawah koordinasi Departe","1078","aliah","skor makna 0.667 → entri_id=1078"
"529","aliah","2","","","tingkat pendidikan menengah atas di bawah koordinasi Departe","1078","aliah","skor makna 0.889 → entri_id=1078"
"530","aliansi","1","","Belanda","ikatan antara dua negara atau lebih dengan tujuan politik (a","1080","aliansi","skor makna 0.692 → entri_id=1080"
"531","alias","1","","Belanda","disebut juga; sama dengan (digunakan pada nama) (alias)","1081","alias","skor makna 0.636 → entri_id=1081"
"532","aliase","1","","Belanda","campuran logam yang terbentuk karena pelelehan bersama kompo","1082","aliase","skor makna 0.818 → entri_id=1082"
"533","alibi","1","","Belanda","bukti bahwa seseorang ada di tempat lain ketika peristiwa pi","1083","alibi","skor makna 0.813 → entri_id=1083"
"534","alienasi","1","","Belanda","keadaan merasa terasing (terisolasi) (alienation)","1084","alienasi","skor makna 0.167 → entri_id=1084"
"535","alif","1","","Arab","nama huruf pertama abjad Arab (the first letter in the Arab ","1085","alif","skor makna 0.417 → entri_id=1085"
"536","alif","2","","Arab","nama huruf pertama abjad Arab (friend)","1085","alif","skor makna 0.833 → entri_id=1085"
"537","alifatik","1","","Inggris","sifat senyawa yang mempunyai susunan atom karbon dalam ranta","1086","alifatik","skor makna 0.813 → entri_id=1086"
"538","alikuot","1","","Inggris","bagian dari keseluruhan (aliquot)","1096","alikuot","skor makna 0.250 → entri_id=1096"
"540","alimentasi","1","","Belanda","pemeliharaan; pemberian makan (alimentation)","1101","alimentasi","skor makna 0.429 → entri_id=1101"
"541","alimenter","1","","Inggris","alat yang berkenaan dengan makanan atau gizi (alimentary)","1102","alimenter","skor makna 0.875 → entri_id=1102"
"542","alimiah","1","","Arab","(masa, zaman) pengetahuan ((time of) knowledge, after Isl. w","1103","alimiah","skor makna 0.333 → entri_id=1103"
"543","alimiat","1","","Arab","kesarjanaan (scholarliness)","1104","alimiat","skor makna 0.091 → entri_id=1104"
"544","alinea","1","","Belanda","bagian wacana yang mengungkapkan satu pikiran yang lengkap a","1107","alinea","skor makna 0.840 → entri_id=1107"
"546","alisiklik","1","","Inggris","mempunyai susunan atom karbon dalam lingkar tertutup, tetapi","1117","alisiklik","skor makna 0.813 → entri_id=1117"
"547","aliterasi","1","","Belanda","sajak awal (untuk mendapatkan efek kesedapan bunyi) (alliter","1121","aliterasi","skor makna 0.412 → entri_id=1121"
"548","aliyah","1","","Arab","","1123","aliyah","skor rendah (0.000) — review manual"
"549","alizarin","1","","Belanda","senyawa yang terdiri atas kristal berwarna kuning kemerah-me","1124","alizarin","skor makna 0.643 → entri_id=1124"
"550","aljabar","1","","Arab","cabang matematika yang menggunakan tanda-tanda dan huruf-hur","1125","aljabar","skor makna 0.864 → entri_id=1125"
"551","aljabar","1","","Arab","cabang matematika yang menggunakan tanda-tanda dan huruf-hur","1125","aljabar","skor makna 0.950 → entri_id=1125"
